Can Animal that is also Backbone be considered a subcategory of 'Carnivore'?,  False.
Can Leg that is also Plant be considered a subcategory of 'Carnivore'?,  False.
Can Animal that is also Elephant be considered a subcategory of 'Wing'?,  False.
Can Cat that is also Vertebrate be considered a subcategory of 'Herbivore'?,  False.
Can Leg that is also Meat be considered a subcategory of 'Cat'?,  False.
Can something that lays some Egg be considered a subcategory of 'Animal'?,  True.
Can something that lays some Egg be considered a subcategory of 'Egg'?,  False.
Can something that lays some Egg be considered a subcategory of 'Meat'?,  False.
Can something that lays some Egg be considered a subcategory of 'Carnivore'?,  False.
Can something that lays some Egg be considered a subcategory of 'Water'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (lays some (Animal that is also Backbone that is also Egg that is also Vertebrate that is also Thing))'?,  True,
Can Animal that is also Backbone that is also Egg that is also Vertebrate that is also Thing be considered a subcategory of 'Meat'?,  False.
Can Animal that is also Backbone that is also Egg that is also Vertebrate that is also Thing be considered a subcategory of 'Carnivore'?,  False.
Can Animal that is also Backbone that is also Egg that is also Vertebrate that is also Thing be considered a subcategory of 'Water'?,  False.
Can Animal that is also Backbone that is also Egg that is also Vertebrate that is also Thing be considered a subcategory of 'Reptile'?,  False.
Can Animal that is also Backbone that is also Egg that is also Vertebrate that is also Thing be considered a subcategory of 'Plant'?,  False.
Can Animal that is also Backbone that is also Egg that is also Vertebrate that is also Thing be considered a subcategory of 'Cat'?,  False.
Can Animal that is also Backbone that is also Egg that is also Vertebrate that is also Thing be considered a subcategory of 'Fish'?,  False.
Can Animal that is also Backbone that is also Egg that is also Vertebrate that is also Thing be considered a subcategory of 'Mammal'?,  False.
Can Animal that is also Backbone that is also Egg that is also Vertebrate that is also Thing be considered a subcategory of 'Herbivore'?,  False.
Can Animal that is also Backbone that is also Egg that is also Vertebrate that is also Thing be considered a subcategory of 'Leg'?,  False.
Can Animal that is also Backbone that is also Egg that is also Vertebrate that is also Thing be considered a subcategory of 'Elephant'?,  False.
Can Animal that is also Backbone that is also Egg that is also Vertebrate that is also Thing be considered a subcategory of 'Bird'?,  False.
Can Animal that is also Backbone that is also Egg that is also Vertebrate that is also Thing be considered a subcategory of 'Wing'?,  False.
Can Thing that is also something that (lays some Animal) that is also something that (lays some (Backbone that is also Egg that is also Vertebrate that is also Thing)) be considered a subcategory of 'Thing that is also something that (lays some (Animal that is also Backbone that is also Egg that is also Vertebrate that is also Thing))'?,  True.
Can Thing that is also something that (lays some (Animal that is also Backbone that is also Egg that is also Vertebrate that is also Thing)) be considered a subcategory of 'Thing that is also something that (lays some (Animal that is also Backbone that is also Egg that is also Vertebrate that is also Thing))'?,  False.
Can Thing that is also something that (lays some (Animal that is also Backbone that is also Egg that is also Vertebrate that is also Thing)) be considered a subcategory of 'Animal'?,  True,
Can Thing that is also something that (lays some (Backbone that is also Egg that is also Vertebrate that is also Thing)) be considered a subcategory of 'Animal'?,  True.
Can Thing that is also something that (lays some (Egg that is also Vertebrate that is also Thing)) be considered a subcategory of 'Animal'?,  True.
Can Thing that is also something that (lays some (Vertebrate that is also Thing)) be considered a subcategory of 'Animal'?,  True.
Can Thing that is also something that (lays some Thing) be considered a subcategory of 'Animal'?,  False.
Can something that has_part some Vertebrate be considered a subcategory of 'Backbone'?,  False.
Can something that lives_in some Fish be considered a subcategory of 'Plant'?,  False.
Can something that eats some Animal be considered a subcategory of 'Wing'?,  False.
Can Carnivore that is also Vertebrate be considered a subcategory of 'Herbivore'?,  False.
Can Carnivore that is also Fish be considered a subcategory of 'Cat'?,  False.
Can Backbone that is also Water be considered a subcategory of 'Carnivore'?,  False.
Can Cat that is also Plant be considered a subcategory of 'Water'?,  False.
Can Elephant that is also Reptile be considered a subcategory of 'Egg'?,  False.
Can Animal that is also Mammal be considered a subcategory of 'Leg'?,  False.
Can Bird that is also Leg be considered a subcategory of 'Carnivore'?,  False.
Can something that eats some Animal be considered a subcategory of 'Egg'?,  False.
Can Plant that is also Wing be considered a subcategory of 'Cat'?,  False.
Can something that lays some Egg be considered a subcategory of 'Plant'?,  False.
Can Egg that is also Fish be considered a subcategory of 'Wing'?,  False.
Can something that has_part some Plant be considered a subcategory of 'Cat'?,  False.
Can Bird be considered a subcategory of 'something that lives_in some Herbivore'?,  False.
Can something that eats some Wing be considered a subcategory of 'Meat'?,  True.
Can something that eats some Wing be considered a subcategory of 'Egg'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (eats some (Animal that is also Backbone that is also Bird that is also Vertebrate that is also Wing that is also Thing))'?,  False.
Can Animal that is also Backbone that is also Bird that is also Vertebrate that is also Wing that is also Thing be considered a subcategory of 'Egg'?,  False.
Can Animal that is also Backbone that is also Bird that is also Vertebrate that is also Wing that is also Thing be considered a subcategory of 'Meat'?,  False.
Can Animal that is also Backbone that is also Bird that is also Vertebrate that is also Wing that is also Thing be considered a subcategory of 'Carnivore'?,  False.
Can Animal that is also Backbone that is also Bird that is also Vertebrate that is also Wing that is also Thing be considered a subcategory of 'Water'?,  False.
Can Animal that is also Backbone that is also Bird that is also Vertebrate that is also Wing that is also Thing be considered a subcategory of 'Reptile'?,  False.
Can Animal that is also Backbone that is also Bird that is also Vertebrate that is also Wing that is also Thing be considered a subcategory of 'Plant'?,  False.
Can Animal that is also Backbone that is also Bird that is also Vertebrate that is also Wing that is also Thing be considered a subcategory of 'Cat'?,  False.
Can Animal that is also Backbone that is also Bird that is also Vertebrate that is also Wing that is also Thing be considered a subcategory of 'Fish'?,  False.
Can Animal that is also Backbone that is also Bird that is also Vertebrate that is also Wing that is also Thing be considered a subcategory of 'Mammal'?,  False.
Can Animal that is also Backbone that is also Bird that is also Vertebrate that is also Wing that is also Thing be considered a subcategory of 'Herbivore'?,  False.
Can Animal that is also Backbone that is also Bird that is also Vertebrate that is also Wing that is also Thing be considered a subcategory of 'Leg'?,  False.
Can Animal that is also Backbone that is also Bird that is also Vertebrate that is also Wing that is also Thing be considered a subcategory of 'Elephant'?,  False.
Can Thing that is also something that (eats some Animal) that is also something that (eats some (Backbone that is also Bird that is also Vertebrate that is also Wing that is also Thing)) be considered a subcategory of 'Thing that is also something that (eats some (Animal that is also Backbone that is also Bird that is also Vertebrate that is also Wing that is also Thing))'?,  True.
Can Thing that is also something that (eats some (Animal that is also Backbone that is also Bird that is also Vertebrate that is also Wing that is also Thing)) be considered a subcategory of 'Thing that is also something that (eats some (Animal that is also Backbone that is also Bird that is also Vertebrate that is also Wing that is also Thing))'?,  I cannot
Can Thing that is also something that (eats some (Animal that is also Backbone that is also Bird that is also Vertebrate that is also Wing that is also Thing)) be considered a subcategory of 'Meat'?,  I cannot
Can Thing that is also something that (eats some (Backbone that is also Bird that is also Vertebrate that is also Wing that is also Thing)) be considered a subcategory of 'Meat'?,  False.
Can Thing that is also something that (eats some (Animal that is also Bird that is also Vertebrate that is also Wing that is also Thing)) be considered a subcategory of 'Meat'?,  I cannot
Can Thing that is also something that (eats some (Animal that is also Backbone that is also Vertebrate that is also Wing that is also Thing)) be considered a subcategory of 'Meat'?,  False.
Can Thing that is also something that (eats some (Animal that is also Backbone that is also Bird that is also Wing that is also Thing)) be considered a subcategory of 'Meat'?,  I cannot
Can Thing that is also something that (eats some (Animal that is also Backbone that is also Bird that is also Vertebrate that is also Thing)) be considered a subcategory of 'Meat'?,  false.
Can Egg that is also Reptile be considered a subcategory of 'Cat'?,  False.
Can Fish that is also Water be considered a subcategory of 'Plant'?,  False.
Can Cat that is also Vertebrate be considered a subcategory of 'Meat'?,  False.
Can Bird be considered a subcategory of 'something that eats some Cat'?,  False.
Can Backbone that is also Fish be considered a subcategory of 'Plant'?,  False.
Can something that eats some Animal be considered a subcategory of 'Herbivore'?,  False.
Can Mammal that is also Plant be considered a subcategory of 'Carnivore'?,  False.
Can Animal be considered a subcategory of 'something that lives_in some Cat'?,  False.
Can Bird that is also Water be considered a subcategory of 'Herbivore'?,  False.
Can Vertebrate that is also Water be considered a subcategory of 'Reptile'?,  False.
Can something that eats some Meat be considered a subcategory of 'Egg'?,  False.
Can Backbone that is also Carnivore be considered a subcategory of 'Wing'?,  False.
Can Fish be considered a subcategory of 'something that lives_in some Cat'?,  False.
Can Meat that is also Vertebrate be considered a subcategory of 'Plant'?,  False.
Can something that eats some Meat be considered a subcategory of 'Reptile'?,  False.
Can Plant that is also Water be considered a subcategory of 'Meat'?,  False.
Can Backbone that is also Cat be considered a subcategory of 'Wing'?,  False.
Can something that has_part some Herbivore be considered a subcategory of 'Fish'?,  False.
Can Animal be considered a subcategory of 'something that eats some Backbone'?,  True.
Can Egg be considered a subcategory of 'something that eats some Backbone'?,  False.
Can Meat be considered a subcategory of 'something that eats some Backbone'?,  False.
Can Carnivore be considered a subcategory of 'something that eats some Backbone'?,  True,
Can Thing that is also something that (eats some Backbone) be considered a subcategory of 'Thing that is also something that (eats some Backbone)'?,  False.
Can Animal be considered a subcategory of 'Thing that is also something that (eats some Backbone)'?,  True.
Can Animal be considered a subcategory of 'Vertebrate that is also Thing that is also something that (eats some Backbone)'?,  True.
Can Animal be considered a subcategory of 'Vertebrate that is also Thing that is also something that (eats some (Backbone that is also Vertebrate))'?,  True.
Can Animal that is also Vertebrate that is also Thing that is also something that (eats some (Backbone that is also Vertebrate)) be considered a subcategory of 'Animal that is also Vertebrate that is also Thing that is also something that (eats some (Backbone that is also Vertebrate))'?,  True.
Can Plant be considered a subcategory of 'Backbone that is also Vertebrate'?,  False.
Can Backbone be considered a subcategory of 'Backbone that is also Vertebrate'?,  False.
Can Animal that is also Backbone that is also Vertebrate that is also Thing that is also something that (eats some (Backbone that is also Vertebrate that is also Thing)) be considered a subcategory of 'Animal that is also Backbone that is also Vertebrate that is also Thing that is also something that (eats some (Backbone that is also Vertebrate that is also Thing))'?,  False.
Can Water be considered a subcategory of 'Backbone that is also Vertebrate that is also Thing'?,  False.
Can Plant be considered a subcategory of 'Backbone that is also Vertebrate that is also Thing'?,  False.
Can Backbone be considered a subcategory of 'Backbone that is also Vertebrate that is also Thing'?,  False.
Can Animal that is also Backbone that is also Vertebrate that is also Thing that is also something that (eats some (Animal that is also Backbone that is also Vertebrate that is also Thing)) be considered a subcategory of 'Animal that is also Backbone that is also Vertebrate that is also Thing that is also something that (eats some (Animal that is also Backbone that is also Vertebrate that is also Thing))'?,  I cannot
Can Water be considered a subcategory of 'Animal that is also Backbone that is also Vertebrate that is also Thing'?,  False.
Can Plant be considered a subcategory of 'Animal that is also Backbone that is also Vertebrate that is also Thing'?,  False.
Can Backbone be considered a subcategory of 'Animal that is also Backbone that is also Vertebrate that is also Thing'?,  False.
Can Elephant that is also Leg be considered a subcategory of 'Carnivore'?,  False.
Can Elephant be considered a subcategory of 'something that lays some Plant'?,  False.
Can something that eats some Elephant be considered a subcategory of 'Cat'?,  False.
Can Carnivore be considered a subcategory of 'something that lives_in some Egg'?,  False.
Can something that lives_in some Water be considered a subcategory of 'Leg'?,  False.
Can Wing be considered a subcategory of 'something that lives_in some Plant'?,  False.
Can Water be considered a subcategory of 'something that lives_in some Carnivore'?,  False.
Can Cat be considered a subcategory of 'something that lives_in some Wing'?,  False.
Can Carnivore that is also Meat be considered a subcategory of 'Cat'?,  False.
Animal and Backbone SubClassOf Carnivore,  False.
eats some Carnivore SubClassOf Fish,  False.
has_part some Reptile SubClassOf Egg,  True.
Reptile SubClassOf Egg,  False.
Thing SubClassOf has_part some Reptile,  False.
Thing SubClassOf Egg,  False.
Thing SubClassOf Meat,  False.
Thing SubClassOf Carnivore,  I cannot
Thing SubClassOf Water,  False.
Thing SubClassOf Animal,  False.
Thing SubClassOf Reptile,  False.
Thing SubClassOf Plant,  False.
Thing SubClassOf Vertebrate,  False.
Thing SubClassOf Cat,  False.
Thing SubClassOf Fish,  False.
Thing SubClassOf Mammal,  I cannot
Thing SubClassOf Herbivore,  False.
Thing SubClassOf Leg,  I'
Thing SubClassOf Elephant,  False.
Thing SubClassOf Bird,  False.
Thing SubClassOf Backbone,  False.
Thing SubClassOf Wing,  False.
Reptile SubClassOf Meat,  False.
Reptile SubClassOf Carnivore,  False.
Reptile SubClassOf Water,  False.
Reptile SubClassOf Animal,  True.
Meat SubClassOf Water,  False.
lives_in some Backbone SubClassOf Reptile,  False.
Carnivore and Vertebrate SubClassOf Egg,  False.
eats some Bird SubClassOf Cat,  False.
Backbone SubClassOf has_part some Leg,  I'
Backbone and Fish SubClassOf Carnivore,  False.
Carnivore and Herbivore SubClassOf Fish,  False.
Meat and Reptile SubClassOf Water,  False.
Cat and Water SubClassOf Leg,  False.
Carnivore and Leg SubClassOf Egg,  False.
Meat SubClassOf Egg,  False.
Meat and Plant SubClassOf Backbone,  False.
Animal and Backbone SubClassOf Water,  False.
eats some Water SubClassOf Carnivore,  False.
Meat SubClassOf Elephant,  False.
Vertebrate and Water SubClassOf Leg,  False.
Carnivore and Reptile SubClassOf Fish,  False.
Bird SubClassOf lays some Backbone,  I'
Backbone and Fish SubClassOf Water,  True.
Backbone and Fish SubClassOf Egg,  False.
Backbone and Fish SubClassOf Meat,  False.
Fish SubClassOf Water,  False:
Backbone SubClassOf Water,  False.
Elephant and Water SubClassOf Vertebrate,  True for
Reptile and Wing SubClassOf Egg,  True (
Backbone and Meat SubClassOf Elephant,  False.
Backbone and Water SubClassOf Reptile,  False.
Fish and Leg SubClassOf Vertebrate,  True.
Fish and Leg SubClassOf Egg,  False.
Fish and Leg SubClassOf Meat,  False.
Fish and Leg SubClassOf Carnivore,  False.
Fish and Leg SubClassOf Water,  True (
Fish and Leg SubClassOf Animal,  True.
Fish SubClassOf Animal,  True.
Fish SubClassOf Egg,  False.
Fish SubClassOf Meat,  False.
Fish SubClassOf Carnivore,  False:
Fish SubClassOf Reptile,  False.
Fish SubClassOf Plant,  False.
Fish SubClassOf Vertebrate,  True.
Fish SubClassOf Animal and Vertebrate,  True for
Fish SubClassOf Cat,  False.
Fish SubClassOf Mammal,  False.
Fish SubClassOf Herbivore,  False.
Fish SubClassOf Leg,  False.
Fish SubClassOf Elephant,  False.
Fish SubClassOf Bird,  False.
Fish SubClassOf Backbone,  False.
Fish SubClassOf Wing,  False.
Egg and Mammal SubClassOf Backbone,  I'
Egg and Leg SubClassOf Vertebrate,  True for
has_part some Cat SubClassOf Water,  False.
Meat and Vertebrate SubClassOf Carnivore,  True for
Backbone and Leg SubClassOf Egg,  False.
Mammal and Vertebrate SubClassOf Wing,  False.
Cat and Mammal SubClassOf Backbone,  False.
Bird and Vertebrate SubClassOf Leg,  False.
Cat and Egg SubClassOf Mammal,  True for
Animal SubClassOf lays some Vertebrate,  True.
Animal SubClassOf Egg,  False.
Animal SubClassOf Meat,  False.
Animal SubClassOf Carnivore,  False.
Animal SubClassOf Water,  False.
Animal SubClassOf Reptile,  False.
Animal SubClassOf Plant,  False.
Animal SubClassOf Vertebrate,  True.
Animal SubClassOf Cat,  False.
Animal SubClassOf Fish,  False.
Animal SubClassOf Mammal,  True.
Animal SubClassOf Mammal and Vertebrate,  True,
Animal SubClassOf Herbivore,  False.
Animal SubClassOf Leg,  False.
Animal SubClassOf Elephant,  False.
Animal SubClassOf Bird,  False.
Animal SubClassOf Backbone,  False.
Animal SubClassOf Wing,  False.
Animal and Elephant SubClassOf Water,  False.
Reptile and Vertebrate SubClassOf Carnivore,  False.
Leg and Water SubClassOf Egg,  False.
Animal and Mammal SubClassOf Wing,  False.
Animal and Cat SubClassOf Backbone,  False.
lays some Vertebrate SubClassOf Leg,  True.
lays some Vertebrate SubClassOf Egg,  True for
lays some Vertebrate SubClassOf Meat,  False.
lays some Vertebrate SubClassOf Carnivore,  False.
lays some Vertebrate SubClassOf Water,  False.
lays some Vertebrate SubClassOf Animal,  True.
Vertebrate SubClassOf Animal,  True.
Vertebrate SubClassOf Egg,  False.
Vertebrate SubClassOf Meat,  False.
Vertebrate SubClassOf Carnivore,  False.
Vertebrate SubClassOf Water,  False.
Vertebrate SubClassOf Reptile,  False.
Vertebrate SubClassOf Plant,  False.
Vertebrate SubClassOf Cat,  False.
Vertebrate SubClassOf Fish,  False.
Vertebrate SubClassOf Mammal,  True.
Vertebrate SubClassOf Animal and Mammal,  True for
Vertebrate SubClassOf Herbivore,  False.
Vertebrate SubClassOf Leg,  False.
Vertebrate SubClassOf Elephant,  True.
Vertebrate SubClassOf Animal and Elephant,  True,
Vertebrate SubClassOf Bird,  False.
Vertebrate SubClassOf Backbone,  True.
Vertebrate SubClassOf Animal and Backbone and Elephant,  1
Vertebrate SubClassOf Wing,  False.
Vertebrate SubClassOf Animal and Elephant and Mammal,  1
Cat and Egg SubClassOf Carnivore,  True for
Animal and Leg SubClassOf Bird,  False.
has_part some Reptile SubClassOf Elephant,  False.
lives_in some Leg SubClassOf Leg,  True.
lives_in some Leg SubClassOf Egg,  False.
lives_in some Leg SubClassOf Meat,  False.
lives_in some Leg SubClassOf Carnivore,  I cannot
lives_in some Leg SubClassOf Water,  False.
lives_in some Leg SubClassOf Animal,  True.
Leg SubClassOf Animal,  True.
Leg SubClassOf Egg,  False.
Leg SubClassOf Meat,  False.
Leg SubClassOf Carnivore,  False.
Leg SubClassOf Water,  False.
Leg SubClassOf Reptile,  False.
Leg SubClassOf Plant,  False.
Leg SubClassOf Vertebrate,  True.
Leg SubClassOf Animal and Vertebrate,  True,
Leg SubClassOf Cat,  False.
Leg SubClassOf Fish,  False.
Leg SubClassOf Mammal,  True.
Leg SubClassOf Animal and Mammal and Vertebrate,  True for
Leg SubClassOf Herbivore,  False.
Leg SubClassOf Elephant,  False.
Leg SubClassOf Bird,  False.
Leg SubClassOf Backbone,  False.
Leg SubClassOf Wing,  False.
Mammal and Vertebrate SubClassOf Egg,  False.
Bird and Vertebrate SubClassOf Wing,  False.
Bird and Carnivore SubClassOf Backbone,  False.
lays some Wing SubClassOf Herbivore,  False.
Cat and Wing SubClassOf Elephant,  False.
Elephant and Water SubClassOf Meat,  False.
lays some Vertebrate SubClassOf Reptile,  True.
Thing SubClassOf lays some (Animal and Elephant and Mammal and Vertebrate),  False.
Animal and Elephant and Mammal and Vertebrate SubClassOf Egg,  False.
Animal and Elephant and Mammal and Vertebrate SubClassOf Meat,  False.
Animal and Elephant and Mammal and Vertebrate SubClassOf Carnivore,  False for
Animal and Elephant and Mammal and Vertebrate SubClassOf Water,  False.
Animal and Elephant and Mammal and Vertebrate SubClassOf Reptile,  False.
Animal and Elephant and Mammal and Vertebrate SubClassOf Plant,  False.
Animal and Elephant and Mammal and Vertebrate SubClassOf Cat,  False for
Animal and Elephant and Mammal and Vertebrate SubClassOf Fish,  False.
Animal and Elephant and Mammal and Vertebrate SubClassOf Herbivore, False.
Animal and Elephant and Mammal and Vertebrate SubClassOf Leg,  False.
Animal and Elephant and Mammal and Vertebrate SubClassOf Bird,  False.
Animal and Elephant and Mammal and Vertebrate SubClassOf Backbone,  True for
Animal and Elephant and Mammal and Vertebrate SubClassOf Wing,  False.
(lays some Animal) and (lays some (Elephant and Mammal and Vertebrate)) SubClassOf lays some (Animal and Elephant and Mammal and Vertebrate),  True for
(lays some Animal) and (lays some (Elephant and Mammal and Vertebrate)) SubClassOf Animal,  True for
lays some (Animal and Elephant and Mammal and Vertebrate) SubClassOf lays some (Animal and Elephant and Mammal and Vertebrate),  True.
lays some (Elephant and Mammal and Vertebrate) SubClassOf Animal,  True.
lays some (Mammal and Vertebrate) SubClassOf Animal,  True.
lays some Thing SubClassOf Animal,  True if
Cat and Elephant SubClassOf Leg,  False.
lives_in some Fish SubClassOf Backbone,  False.
has_part some Animal SubClassOf Carnivore,  True if
Backbone and Bird SubClassOf Wing,  True.
Backbone and Bird SubClassOf Egg,  True.
Bird SubClassOf Egg,  False.
Backbone SubClassOf Egg,  False.
Fish and Plant SubClassOf Water,  True (
Egg and Mammal SubClassOf Cat,  False.
Fish and Wing SubClassOf Egg,  False.
has_part some Backbone SubClassOf Reptile,  False.
Herbivore and Plant SubClassOf Backbone,  True.
Herbivore and Plant SubClassOf Egg,  False.
Herbivore and Plant SubClassOf Meat,  False.
Herbivore and Plant SubClassOf Carnivore,  False.
Herbivore and Plant SubClassOf Water,  False.
Herbivore and Plant SubClassOf Animal,  False.
Herbivore and Plant SubClassOf Reptile,  False.
Herbivore and Plant SubClassOf Vertebrate,  True for
Herbivore and Plant SubClassOf Cat,  False.
Herbivore and Plant SubClassOf Fish,  False.
Herbivore and Plant SubClassOf Mammal,  False.
Herbivore and Plant SubClassOf Leg,  False.
Herbivore and Plant SubClassOf Elephant,  True.
Herbivore SubClassOf Elephant,  True.
Herbivore SubClassOf Egg,  False.
Herbivore SubClassOf Meat,  False.
Herbivore SubClassOf Carnivore,  False.
Herbivore SubClassOf Water,  False.
Herbivore SubClassOf Animal,  True.
Herbivore SubClassOf Animal and Elephant,  True for
Herbivore SubClassOf Reptile,  False.
Herbivore SubClassOf Plant,  False.
Herbivore SubClassOf Vertebrate,  True.
Herbivore SubClassOf Elephant and Vertebrate,  True for
Herbivore SubClassOf Cat,  False.
Herbivore SubClassOf Fish,  False.
Herbivore SubClassOf Mammal,  True.
Herbivore SubClassOf Elephant and Mammal,  True for
Herbivore SubClassOf Leg,  False.
Herbivore SubClassOf Bird,  False.
Herbivore SubClassOf Backbone,  False.
Herbivore SubClassOf Wing,  False.
Egg and Elephant SubClassOf Vertebrate,  True for
Fish and Reptile SubClassOf Plant,  False.
Bird and Meat SubClassOf Herbivore,  False.
Animal and Plant SubClassOf Carnivore,  False.
lays some Water SubClassOf Plant,  False.
has_part some Plant SubClassOf Backbone,  False.
Backbone and Leg SubClassOf Wing,  False.
Fish and Vertebrate SubClassOf Water,  False.
Animal and Mammal SubClassOf Backbone,  True (
lays some Fish SubClassOf Fish,  True.
lays some Fish SubClassOf Egg,  False.
lays some Fish SubClassOf Meat,  False.
lays some Fish SubClassOf Carnivore,  True.
Animal and Elephant and Mammal and Vertebrate SubClassOf Animal and Elephant and Mammal and Vertebrate and (lays some (Animal and Elephant and Fish and Mammal and Vertebrate)),  Here are
Animal and Elephant and Fish and Mammal and Vertebrate SubClassOf Egg,  False.
Animal and Elephant and Fish and Mammal and Vertebrate SubClassOf Meat,  False.
Animal and Elephant and Fish and Mammal and Vertebrate SubClassOf Carnivore,  False for
Animal and Elephant and Fish and Mammal and Vertebrate SubClassOf Water,  False.
Animal and Elephant and Fish and Mammal and Vertebrate SubClassOf Reptile,  False for
Animal and Elephant and Fish and Mammal and Vertebrate SubClassOf Plant,  False.
Animal and Elephant and Fish and Mammal and Vertebrate SubClassOf Cat,  False.
Animal and Elephant and Fish and Mammal and Vertebrate SubClassOf Herbivore,  False for
Animal and Elephant and Fish and Mammal and Vertebrate SubClassOf Leg,  False.
Animal and Elephant and Fish and Mammal and Vertebrate SubClassOf Bird,  False.
Animal and Elephant and Fish and Mammal and Vertebrate SubClassOf Backbone,  True for
Animal and Elephant and Fish and Mammal and Vertebrate SubClassOf Wing,  False.
Animal and Elephant and Mammal and Vertebrate and (lays some Animal) and (lays some (Elephant and Fish and Mammal and Vertebrate)) SubClassOf Animal and Elephant and Mammal and Vertebrate and (lays some (Animal and Elephant and Fish and Mammal and Vertebrate)),  True for
Animal and Elephant and Mammal and Vertebrate and (lays some Animal) and (lays some (Elephant and Fish and Mammal and Vertebrate)) SubClassOf Carnivore,  False.
Animal and Elephant and Mammal and Vertebrate and (lays some (Animal and Elephant and Fish and Mammal and Vertebrate)) SubClassOf Animal and Elephant and Mammal and Vertebrate and (lays some (Animal and Elephant and Fish and Mammal and Vertebrate)),  True for
Animal and Elephant and Mammal and Vertebrate and (lays some (Animal and Elephant and Fish and Mammal and Vertebrate)) SubClassOf Carnivore,  False.
Elephant and Mammal and Vertebrate and (lays some (Animal and Elephant and Fish and Mammal and Vertebrate)) SubClassOf Carnivore,  False.
Animal and Mammal and Vertebrate and (lays some (Animal and Elephant and Fish and Mammal and Vertebrate)) SubClassOf Carnivore,  False.
Animal and Elephant and Vertebrate and (lays some (Animal and Elephant and Fish and Mammal and Vertebrate)) SubClassOf Carnivore,  False.
Animal and Elephant and Mammal and (lays some (Animal and Elephant and Fish and Mammal and Vertebrate)) SubClassOf Carnivore,  False.
Animal and Elephant and Mammal and Vertebrate and (lays some (Elephant and Fish and Mammal and Vertebrate)) SubClassOf Carnivore,  False.
Animal and Elephant and Mammal and Vertebrate and (lays some (Animal and Fish and Mammal and Vertebrate)) SubClassOf Carnivore,  False.
Animal and Elephant and Mammal and Vertebrate and (lays some (Animal and Elephant and Mammal and Vertebrate)) SubClassOf Carnivore,  False.
Animal and Elephant and Mammal and Vertebrate and (lays some (Animal and Elephant and Fish and Vertebrate)) SubClassOf Carnivore,  False.
Animal and Elephant and Mammal and Vertebrate and (lays some (Animal and Elephant and Fish and Mammal)) SubClassOf Carnivore,  False.
Animal and Elephant SubClassOf Carnivore,  False.
Leg and Water SubClassOf Wing,  False.
Animal and Fish SubClassOf Water,  True (
Animal and Leg SubClassOf Cat,  False.
Bird SubClassOf Backbone,  False.
lives_in some Plant SubClassOf Cat,  False.
eats some Wing SubClassOf Plant,  False.
Backbone and Bird SubClassOf Carnivore,  Backbone
Fish SubClassOf has_part some Vertebrate,  True.
Egg SubClassOf has_part some Vertebrate,  False.
Meat SubClassOf has_part some Vertebrate,  True.
has_part some (Animal and Vertebrate) SubClassOf has_part some (Animal and Vertebrate),  True.
Egg SubClassOf Animal and Vertebrate,  True for
Meat SubClassOf Animal and Vertebrate,  True for
Carnivore SubClassOf Animal and Vertebrate,  True for
Water SubClassOf Animal and Vertebrate,  False:
Plant SubClassOf Animal and Vertebrate,  False.
Cat SubClassOf Animal and Vertebrate,  True for
Mammal SubClassOf Animal and Vertebrate,  True for
Herbivore SubClassOf Animal and Vertebrate,  True for
Elephant SubClassOf Animal and Vertebrate,  True for
Bird SubClassOf Animal and Vertebrate,  True for
Backbone SubClassOf Animal and Vertebrate,  True:
Wing SubClassOf Animal and Vertebrate,  True,
Wing SubClassOf Egg,  False.
Wing SubClassOf Meat,  False.
Wing SubClassOf Carnivore,  False.
Wing SubClassOf Water,  False.
Wing SubClassOf Reptile,  False.
Wing SubClassOf Plant,  False.
Wing SubClassOf Cat,  False.
Wing SubClassOf Fish,  False.
Wing SubClassOf Mammal,  False.
Wing SubClassOf Herbivore,  False.
Wing SubClassOf Leg,  False.
Wing SubClassOf Elephant,  False.
Wing SubClassOf Bird,  True.
Wing SubClassOf Animal and Bird and Vertebrate,  True for
Wing SubClassOf Backbone,  False.
Vertebrate and Wing SubClassOf Egg,  False.
Wing SubClassOf lays some Herbivore,  False.
Bird and Plant SubClassOf Backbone,  False.
Water SubClassOf has_part some Animal,  False.
Elephant and Wing SubClassOf Plant,  False.
Bird and Water SubClassOf Meat,  False.
Bird and Meat SubClassOf Carnivore,  False.
lays some Elephant SubClassOf Carnivore,  False.
Egg and Water SubClassOf Animal,  False.
lives_in some Plant SubClassOf Backbone,  False.
eats some Egg SubClassOf Vertebrate,  True (
Carnivore SubClassOf lays some Plant,  False.
Backbone and Bird SubClassOf Herbivore,  False.
Fish and Plant SubClassOf Carnivore,  False.
Wing SubClassOf lays some Wing,  I'
Plant and Water SubClassOf Cat,  False.
Cat SubClassOf eats some Egg,  False.
Leg and Wing SubClassOf Egg,  False.
Backbone and Herbivore SubClassOf Wing,  False.
lays some Cat SubClassOf Elephant,  False.
lays some Animal SubClassOf Reptile,  True.
lays some Animal SubClassOf Egg,  True.
Animal and Elephant and Mammal and Vertebrate SubClassOf Animal and Elephant and Mammal and Vertebrate and (lays some (Animal and Elephant and Mammal and Vertebrate)),  True for
Animal and Elephant and Mammal and Vertebrate and (lays some Animal) and (lays some (Elephant and Mammal and Vertebrate)) SubClassOf Animal and Elephant and Mammal and Vertebrate and (lays some (Animal and Elephant and Mammal and Vertebrate)),  Here are
