Can Parent that is also Person be considered a subcategory of 'Father'?, False.
Can something that hasChild some Male be considered a subcategory of 'Father'?, False.
Can something that hasChild some Male be considered a subcategory of 'Child'?, False.
Can something that hasChild some Male be considered a subcategory of 'Person'?, False.
Can something that hasChild some Male be considered a subcategory of 'Brother'?, True
Can Thing be considered a subcategory of 'Thing that is also something that (hasChild some (Male that is also Man that is also Thing))'?, A clever
Can Male that is also Man that is also Thing be considered a subcategory of 'GrandMother'?, False.
Can Male that is also Man that is also Thing be considered a subcategory of 'Son'?, True.
Can Man that is also Thing be considered a subcategory of 'Son'?, False.
Can Male that is also Thing be considered a subcategory of 'Son'?, False.
Can Father that is also GrandMother be considered a subcategory of 'Sister'?, False.
Can Daughter that is also Woman be considered a subcategory of 'Child'?, False.
Can Father that is also Sister be considered a subcategory of 'OffSpring'?, False.
Can something that hasParent some Woman be considered a subcategory of 'Son'?, False.
Can Female that is also OffSpring be considered a subcategory of 'Male'?, False.
Can Mother that is also Son be considered a subcategory of 'Male'?, False
Can GrandFather that is also Man be considered a subcategory of 'OffSpring'?, False.
Can GrandParent that is also Person be considered a subcategory of 'Parent'?, False.
Can something that hasSex some GrandFather be considered a subcategory of 'Son'?, False.
Can Male that is also Woman be considered a subcategory of 'Child'?, False.
Can OffSpring be considered a subcategory of 'Sister'?, False.
Can Daughter be considered a subcategory of 'something that hasParent some Parent'?, False.
Can Daughter be considered a subcategory of 'something that hasParent some Sex'?, False.
Can Female that is also Sibling be considered a subcategory of 'Child'?, False.
Can Daughter that is also Woman be considered a subcategory of 'Mother'?, False.
Can Father that is also Sister be considered a subcategory of 'Sibling'?, False.
Can GrandFather that is also Man be considered a subcategory of 'Person'?, False.
Can Child be considered a subcategory of 'something that hasParent some Female'?, True.
Can Child be considered a subcategory of 'GrandMother'?, False.
Can Child be considered a subcategory of 'Person'?, False.
Can Child be considered a subcategory of 'Brother'?, False.
Can Child be considered a subcategory of 'Parent'?, False
Can Child be considered a subcategory of 'Daughter'?, False.
Can Child be considered a subcategory of 'GrandParent'?, False.
Can Child be considered a subcategory of 'Sister'?, False.
Can Child be considered a subcategory of 'OffSpring'?, False
Can Child be considered a subcategory of 'Woman'?, False.
Can Child be considered a subcategory of 'Sibling'?, False
Can Child be considered a subcategory of 'GrandFather'?, False.
Can GrandParent that is also Parent be considered a subcategory of 'Female'?, False.
Can OffSpring that is also Parent be considered a subcategory of 'Sex'?, False.
Can something that hasChild some Sibling be considered a subcategory of 'Daughter'?, False.
Can Brother that is also Daughter be considered a subcategory of 'Sex'?, False.
Can Sex that is also Son be considered a subcategory of 'Child'?, False.
Can Sibling be considered a subcategory of 'something that hasChild some Brother'?, False.
Can Daughter be considered a subcategory of 'something that hasParent some Sister'?, False.
Can GrandParent that is also Mother be considered a subcategory of 'Sibling'?, False.
Can Mother that is also Parent be considered a subcategory of 'GrandParent'?, False.
Can OffSpring that is also Sibling be considered a subcategory of 'Person'?, False.
Can Child that is also Female be considered a subcategory of 'GrandParent'?, False
Can Father that is also GrandParent be considered a subcategory of 'Daughter'?, False.
Can GrandMother be considered a subcategory of 'something that hasChild some Sex'?, False.
Can Child that is also Son be considered a subcategory of 'Brother'?, False.
Can Male that is also Sister be considered a subcategory of 'Mother'?, False.
Can Female be considered a subcategory of 'something that hasChild some Sex'?, False.
Can Father that is also Sex be considered a subcategory of 'Child'?, False.
Can Sex be considered a subcategory of 'something that hasSibling some Male'?, False.
Can OffSpring that is also Sibling be considered a subcategory of 'GrandMother'?, False.
Can Daughter that is also Man be considered a subcategory of 'GrandFather'?, False.
Can Male that is also Sex be considered a subcategory of 'GrandFather'?, False.
Can Child that is also Person be considered a subcategory of 'GrandParent'?, False.
Can Brother that is also Woman be considered a subcategory of 'GrandMother'?, False.
Can Male that is also Woman be considered a subcategory of 'GrandMother'?, False.
Can Sex that is also Sibling be considered a subcategory of 'Sister'?, False.
Can Brother that is also Female be considered a subcategory of 'Sister'?, False.
Can something that hasSibling some Person be considered a subcategory of 'GrandFather'?, False.
Can something that hasSex some GrandFather be considered a subcategory of 'GrandFather'?, False.
Can GrandMother that is also Parent be considered a subcategory of 'Male'?, False.
Can something that hasParent some Father be considered a subcategory of 'Male'?, False.
Can Son be considered a subcategory of 'something that hasChild some Parent'?, False
Can GrandFather that is also GrandParent be considered a subcategory of 'Woman'?, False.
Can Person that is also Son be considered a subcategory of 'GrandParent'?, False.
Can GrandFather that is also GrandMother be considered a subcategory of 'Child'?, False.
Can Brother that is also Father be considered a subcategory of 'Child'?, False.
Can Female that is also Sex be considered a subcategory of 'Child'?, False.
Can Male that is also Sibling be considered a subcategory of 'Parent'?, False
Can Daughter that is also Person be considered a subcategory of 'Mother'?, False.
Can Daughter be considered a subcategory of 'something that hasChild some Mother'?, False.
Can Female that is also Sister be considered a subcategory of 'Male'?, False.
Can something that hasSex some Child be considered a subcategory of 'GrandMother'?, False.
Can something that hasSibling some Parent be considered a subcategory of 'GrandMother'?, False.
Can Father that is also OffSpring be considered a subcategory of 'Female'?, False.
Can something that hasParent some Man be considered a subcategory of 'Mother'?, False.
Can something that hasSibling some GrandParent be considered a subcategory of 'Sex'?, False.
Can GrandFather that is also Mother be considered a subcategory of 'OffSpring'?, False.
Can Male that is also Sibling be considered a subcategory of 'Woman'?, False.
Can Female be considered a subcategory of 'something that hasSex some OffSpring'?, True.
Can GrandMother be considered a subcategory of 'something that hasSex some OffSpring'?, True.
Can Thing that is also something that (hasSex some OffSpring) be considered a subcategory of 'Thing that is also something that (hasSex some OffSpring)'?, False.
Can Thing be considered a subcategory of 'Thing that is also something that (hasSex some OffSpring)'?, False.
Can Person be considered a subcategory of 'Thing that is also something that (hasSex some OffSpring)'?, False.
Can GrandParent be considered a subcategory of 'Thing that is also something that (hasSex some OffSpring)'?, False.
Can Woman be considered a subcategory of 'Thing that is also something that (hasSex some OffSpring)'?, False
Can Person be considered a subcategory of 'OffSpring'?, False.
Can Sister be considered a subcategory of 'OffSpring'?, False.
Can GrandMother be considered a subcategory of 'Person that is also Thing that is also something that (hasSex some OffSpring)'?, False.
Can GrandMother be considered a subcategory of 'GrandParent that is also Thing that is also something that (hasSex some OffSpring)'?, True.
Can GrandMother be considered a subcategory of 'GrandParent that is also Woman that is also Thing that is also something that (hasSex some OffSpring)'?, False.
Can GrandMother be considered a subcategory of 'GrandParent that is also Thing that is also something that (hasSex some (OffSpring that is also Thing))'?, False.
Can GrandMother be considered a subcategory of 'GrandParent that is also Thing that is also something that (hasSex some (OffSpring that is also Person))'?, False
Can GrandMother be considered a subcategory of 'GrandParent that is also Thing that is also something that (hasSex some (GrandParent that is also OffSpring))'?, False.
Can GrandMother be considered a subcategory of 'GrandParent that is also Thing that is also something that (hasSex some (OffSpring that is also Woman))'?, True.
Can GrandParent that is also Person that is also Thing that is also something that (hasSex some (OffSpring that is also Woman)) be considered a subcategory of 'GrandParent that is also Person that is also Thing that is also something that (hasSex some (OffSpring that is also Woman))'?, False.
Can Thing be considered a subcategory of 'GrandParent that is also Person that is also Thing that is also something that (hasSex some (OffSpring that is also Woman))'?, Let's
Can Person be considered a subcategory of 'GrandParent that is also Person that is also Thing that is also something that (hasSex some (OffSpring that is also Woman))'?, False.
Can GrandParent be considered a subcategory of 'GrandParent that is also Person that is also Thing that is also something that (hasSex some (OffSpring that is also Woman))'?, False.
Can Woman be considered a subcategory of 'GrandParent that is also Person that is also Thing that is also something that (hasSex some (OffSpring that is also Woman))'?, False.
Can GrandMother be considered a subcategory of 'OffSpring that is also Woman'?, Let's
Can Thing be considered a subcategory of 'OffSpring that is also Woman'?, False.
Can Son be considered a subcategory of 'OffSpring that is also Woman'?, False.
Can Female be considered a subcategory of 'OffSpring that is also Woman'?, False.
Can Father be considered a subcategory of 'OffSpring that is also Woman'?, False.
Can Child be considered a subcategory of 'OffSpring that is also Woman'?, False.
Can Person be considered a subcategory of 'OffSpring that is also Woman'?, False.
Can Brother be considered a subcategory of 'OffSpring that is also Woman'?, False.
Can Parent be considered a subcategory of 'OffSpring that is also Woman'?, Let's
Can Daughter be considered a subcategory of 'OffSpring that is also Woman'?, False.
Can Man be considered a subcategory of 'OffSpring that is also Woman'?, False.
Can Mother be considered a subcategory of 'OffSpring that is also Woman'?, False.
Can GrandParent be considered a subcategory of 'OffSpring that is also Woman'?, False.
Can Sex be considered a subcategory of 'OffSpring that is also Woman'?, False.
Can Sister be considered a subcategory of 'OffSpring that is also Woman'?, False.
Can OffSpring be considered a subcategory of 'OffSpring that is also Woman'?, False
Can Woman be considered a subcategory of 'OffSpring that is also Woman'?, False.
Can Male be considered a subcategory of 'OffSpring that is also Woman'?, False.
Can Sibling be considered a subcategory of 'OffSpring that is also Woman'?, False.
Can GrandFather be considered a subcategory of 'OffSpring that is also Woman'?, False.
Can Female that is also GrandParent that is also Mother that is also Person that is also Woman that is also Thing that is also something that (hasSex some (OffSpring that is also Woman that is also Thing)) be considered a subcategory of 'Female that is also GrandParent that is also Mother that is also Person that is also Woman that is also Thing that is also something that (hasSex some (OffSpring that is also Woman that is also Thing))'?, True.
Can GrandMother be considered a subcategory of 'OffSpring that is also Woman that is also Thing'?, False.
Can Thing be considered a subcategory of 'OffSpring that is also Woman that is also Thing'?, False.
Can Son be considered a subcategory of 'OffSpring that is also Woman that is also Thing'?, False
Can Female be considered a subcategory of 'OffSpring that is also Woman that is also Thing'?, False.
Can Father be considered a subcategory of 'OffSpring that is also Woman that is also Thing'?, False.
Can Child be considered a subcategory of 'OffSpring that is also Woman that is also Thing'?, True.
Can something that hasChild some Parent be considered a subcategory of 'Child'?, False
Can Sister be considered a subcategory of 'something that hasParent some Child'?, False.
Can Child that is also Daughter be considered a subcategory of 'Brother'?, False.
Can something that hasSex some Sex be considered a subcategory of 'Mother'?, False.
Can Daughter that is also Female be considered a subcategory of 'Woman'?, False.
Can Man be considered a subcategory of 'something that hasSibling some Son'?, False.
Can Person that is also Sibling be considered a subcategory of 'Son'?, False.
Can Father that is also Mother be considered a subcategory of 'Parent'?, False.
Can GrandParent that is also Parent be considered a subcategory of 'Woman'?, False.
Can something that hasParent some Sibling be considered a subcategory of 'OffSpring'?, False.
Can GrandMother that is also Sex be considered a subcategory of 'Child'?, False.
Can GrandParent be considered a subcategory of 'something that hasSex some Parent'?, False.
Can Sibling be considered a subcategory of 'something that hasChild some Male'?, False.
Can GrandFather that is also Sex be considered a subcategory of 'OffSpring'?, False.
Can Person that is also Woman be considered a subcategory of 'Female'?, False.
Can Sister be considered a subcategory of 'something that hasParent some Sister'?, False.
Can Man that is also Sister be considered a subcategory of 'Sibling'?, False.
Can GrandParent that is also Person be considered a subcategory of 'GrandMother'?, False.
Can Female that is also OffSpring be considered a subcategory of 'GrandMother'?, False.
Can Child be considered a subcategory of 'something that hasSibling some Son'?, False.
Can GrandFather that is also Man be considered a subcategory of 'Parent'?, False.
Can Sibling be considered a subcategory of 'something that hasChild some Mother'?, False.
Can Female that is also GrandMother be considered a subcategory of 'Sex'?, False.
Can Father that is also Mother be considered a subcategory of 'Person'?, False
Can GrandFather be considered a subcategory of 'something that hasSex some Mother'?, False.
Can Brother that is also Male be considered a subcategory of 'Woman'?, False.
Can something that hasSex some Woman be considered a subcategory of 'Woman'?, False.
Can Brother that is also Father be considered a subcategory of 'Female'?, False.
Can Sex that is also Woman be considered a subcategory of 'Female'?, False.
Can GrandParent that is also Person be considered a subcategory of 'Mother'?, False.
Can something that hasChild some Child be considered a subcategory of 'OffSpring'?, False.
Can Sister be considered a subcategory of 'Brother'?, False.
Can Child be considered a subcategory of 'something that hasParent some Son'?, False.
Can Daughter that is also Sibling be considered a subcategory of 'Male'?, False.
Can Mother that is also Son be considered a subcategory of 'Child'?, False.
Can Father that is also GrandFather be considered a subcategory of 'Sibling'?, False.
Can something that hasSex some Man be considered a subcategory of 'Sex'?, False
Can something that hasSibling some GrandParent be considered a subcategory of 'Female'?, False.
Can Child that is also Woman be considered a subcategory of 'GrandParent'?, False.
Can Male that is also Parent be considered a subcategory of 'GrandFather'?, False.
Can Male that is also Person be considered a subcategory of 'Sibling'?, False.
Can Daughter be considered a subcategory of 'something that hasSex some Sibling'?, False.
Can Sibling that is also Sister be considered a subcategory of 'Daughter'?, False.
Can Child that is also Daughter be considered a subcategory of 'Mother'?, False.
Can Mother be considered a subcategory of 'something that hasChild some Brother'?, True.
Can GrandMother be considered a subcategory of 'something that hasChild some Brother'?, False.
Can Thing be considered a subcategory of 'something that hasChild some Brother'?, True
Can Thing that is also something that (hasChild some Brother) be considered a subcategory of 'Thing that is also something that (hasChild some Brother)'?, False
Can Sex be considered a subcategory of 'Brother'?, False
Can OffSpring be considered a subcategory of 'Brother'?, False.
Can Thing that is also something that (hasChild some (Brother that is also Thing)) be considered a subcategory of 'Thing that is also something that (hasChild some (Brother that is also Thing))'?, False.
Can GrandMother be considered a subcategory of 'Brother that is also Thing'?, False.
Can Thing be considered a subcategory of 'Brother that is also Thing'?, False.
Can Son be considered a subcategory of 'Brother that is also Thing'?, False.
Can Female be considered a subcategory of 'Brother that is also Thing'?, False.
Can Father be considered a subcategory of 'Brother that is also Thing'?, False.
Can Child be considered a subcategory of 'Brother that is also Thing'?, False.
Can Person be considered a subcategory of 'Brother that is also Thing'?, False.
Can Parent be considered a subcategory of 'Brother that is also Thing'?, False.
Can Daughter be considered a subcategory of 'Brother that is also Thing'?, False
Can Man be considered a subcategory of 'Brother that is also Thing'?, False.
Can Mother be considered a subcategory of 'Brother that is also Thing'?, False
Can GrandParent be considered a subcategory of 'Brother that is also Thing'?, False.
Can Sex be considered a subcategory of 'Brother that is also Thing'?, False
Can Sister be considered a subcategory of 'Brother that is also Thing'?, False.
Can OffSpring be considered a subcategory of 'Brother that is also Thing'?, False.
Can Woman be considered a subcategory of 'Brother that is also Thing'?, False.
Can Male be considered a subcategory of 'Brother that is also Thing'?, False.
Can Sibling be considered a subcategory of 'Brother that is also Thing'?, False.
Can GrandFather be considered a subcategory of 'Brother that is also Thing'?, False
Can Thing that is also something that (hasChild some (Brother that is also Person that is also Thing)) be considered a subcategory of 'Thing that is also something that (hasChild some (Brother that is also Person that is also Thing)) that is also something that (hasParent some (GrandParent that is also Person))'?, False.
Can GrandMother be considered a subcategory of 'Brother that is also Person that is also Thing'?, False.
Can Thing be considered a subcategory of 'Brother that is also Person that is also Thing'?, True.
Can Sister be considered a subcategory of 'something that hasSex some Father'?, False.
Can something that hasSibling some Person be considered a subcategory of 'OffSpring'?, False.
Can Man that is also Sex be considered a subcategory of 'Father'?, False.
Can GrandParent that is also Parent be considered a subcategory of 'Sister'?, False.
Can something that hasChild some Person be considered a subcategory of 'Man'?, True.
Can something that hasChild some Person be considered a subcategory of 'GrandMother'?, False.
Can something that hasChild some Person be considered a subcategory of 'Son'?, True
Can Brother that is also Parent that is also Person that is also Thing be considered a subcategory of 'Brother that is also Parent that is also Person that is also Thing that is also something that (hasChild some (Brother that is also Parent that is also Person that is also Thing))'?, False.
Can Brother that is also Parent that is also Person that is also Thing be considered a subcategory of 'GrandMother'?, False.
Can Brother that is also Parent that is also Person that is also Thing be considered a subcategory of 'Son'?, False.
Can Brother that is also Parent that is also Person that is also Thing be considered a subcategory of 'Female'?, False
Can Brother that is also Parent that is also Person that is also Thing be considered a subcategory of 'Father'?, False.
Can Brother that is also Parent that is also Person that is also Thing be considered a subcategory of 'Child'?, False.
Can Brother that is also Parent that is also Person that is also Thing be considered a subcategory of 'Daughter'?, False.
Can Brother that is also Parent that is also Person that is also Thing be considered a subcategory of 'Man'?, True.
Can Parent that is also Person that is also Thing be considered a subcategory of 'Man'?, True.
Can Person that is also Thing be considered a subcategory of 'Man'?, False
Can Parent that is also Thing be considered a subcategory of 'Man'?, False.
Can Daughter that is also GrandMother be considered a subcategory of 'Father'?, False.
Can OffSpring that is also Sibling be considered a subcategory of 'GrandParent'?, False.
Can Female that is also Son be considered a subcategory of 'GrandFather'?, False.
Can Daughter be considered a subcategory of 'something that hasParent some GrandMother'?, True.
Can GrandMother be considered a subcategory of 'something that hasParent some GrandMother'?, False.
Can Thing be considered a subcategory of 'something that hasParent some GrandMother'?, False.
Can Son be considered a subcategory of 'something that hasParent some GrandMother'?, False.
Can Female be considered a subcategory of 'something that hasParent some GrandMother'?, False.
Can Father be considered a subcategory of 'something that hasParent some GrandMother'?, False.
Can Child be considered a subcategory of 'something that hasParent some GrandMother'?, False.
Can Person be considered a subcategory of 'something that hasParent some GrandMother'?, False.
Can Brother be considered a subcategory of 'something that hasParent some GrandMother'?, True.
Can Thing that is also something that (hasParent some GrandMother) be considered a subcategory of 'Thing that is also something that (hasParent some GrandMother)'?, False.
Can Thing be considered a subcategory of 'Thing that is also something that (hasParent some GrandMother)'?, False
Can Brother be considered a subcategory of 'Person'?, False.
Can Brother be considered a subcategory of 'Brother'?, False.
Can Brother be considered a subcategory of 'Parent'?, True.
Can Parent be considered a subcategory of 'Thing that is also something that (hasParent some GrandMother)'?, False.
Can Sex be considered a subcategory of 'GrandMother'?, False.
Can Sister be considered a subcategory of 'GrandMother'?, False.
Can OffSpring be considered a subcategory of 'GrandMother'?, False.
Can Brother be considered a subcategory of 'Parent that is also Thing that is also something that (hasParent some GrandMother)'?, False.
Can Brother be considered a subcategory of 'Thing that is also something that (hasParent some (GrandMother that is also Thing))'?, False
Can Brother be considered a subcategory of 'Thing that is also something that (hasParent some (GrandMother that is also Parent))'?, False.
Can Person that is also Thing that is also something that (hasParent some GrandMother) be considered a subcategory of 'Person that is also Thing that is also something that (hasParent some GrandMother)'?, False.
Can Thing be considered a subcategory of 'Person that is also Thing that is also something that (hasParent some GrandMother)'?, False.
Can Parent be considered a subcategory of 'Person that is also Thing that is also something that (hasParent some GrandMother)'?, False.
Can Brother that is also Parent that is also Person that is also Thing that is also something that (hasParent some GrandMother) be considered a subcategory of 'Brother that is also Parent that is also Person that is also Thing that is also something that (hasParent some GrandMother)'?, False.
Can Thing be considered a subcategory of 'Brother that is also Parent that is also Person that is also Thing that is also something that (hasParent some GrandMother)'?, False.
Can Parent be considered a subcategory of 'Brother that is also Parent that is also Person that is also Thing that is also something that (hasParent some GrandMother)'?, False.
Can Brother be considered a subcategory of 'Brother that is also Parent that is also Person that is also Thing that is also something that (hasParent some (GrandMother that is also Thing))'?, True.
Can Brother be considered a subcategory of 'Brother that is also Parent that is also Person that is also Thing that is also something that (hasParent some (GrandMother that is also Parent that is also Thing))'?, True.
Can Brother that is also Man that is also Parent that is also Person that is also Thing that is also something that (hasParent some (GrandMother that is also Parent that is also Thing)) be considered a subcategory of 'Brother that is also Man that is also Parent that is also Person that is also Thing that is also something that (hasParent some (GrandMother that is also Parent that is also Thing))'?, False.
Can Thing be considered a subcategory of 'Brother that is also Man that is also Parent that is also Person that is also Thing that is also something that (hasParent some (GrandMother that is also Parent that is also Thing))'?, True.
Can Thing be considered a subcategory of 'GrandMother that is also Parent that is also Thing'?, False.
Can Son be considered a subcategory of 'GrandMother that is also Parent that is also Thing'?, False.
Can Female be considered a subcategory of 'GrandMother that is also Parent that is also Thing'?, True.
Can Sex be considered a subcategory of 'something that hasSibling some GrandMother'?, False.
Can Mother that is also Parent be considered a subcategory of 'GrandFather'?, False.
Can something that hasSex some Sex be considered a subcategory of 'Child'?, False.
Can Man that is also OffSpring be considered a subcategory of 'GrandParent'?, False.
Can Man that is also Sex be considered a subcategory of 'Woman'?, False.
Can GrandFather that is also Woman be considered a subcategory of 'OffSpring'?, False.
Can Father that is also GrandMother be considered a subcategory of 'Daughter'?, False
Can Male be considered a subcategory of 'something that hasSibling some Man'?, False
Can Male that is also Sibling be considered a subcategory of 'GrandMother'?, False
Can something that hasSibling some Sister be considered a subcategory of 'Sex'?, False.
Can something that hasChild some OffSpring be considered a subcategory of 'Sex'?, False.
Can Child that is also Son be considered a subcategory of 'Male'?, False.
Can Sex that is also Sibling be considered a subcategory of 'OffSpring'?, False.
Can something that hasSibling some GrandParent be considered a subcategory of 'Son'?, False.
Can Father that is also Sibling be considered a subcategory of 'Son'?, False.
Can something that hasParent some Man be considered a subcategory of 'Child'?, False
Can something that hasSibling some Parent be considered a subcategory of 'Father'?, False.
Can Mother be considered a subcategory of 'something that hasChild some Parent'?, False.
Can GrandParent that is also Woman be considered a subcategory of 'Sex'?, False.
Can Child that is also Daughter be considered a subcategory of 'Female'?, False.
Can Brother that is also Man be considered a subcategory of 'Sex'?, False.
Can GrandParent that is also Son be considered a subcategory of 'OffSpring'?, False
Can Male that is also Sibling be considered a subcategory of 'OffSpring'?, False.
Can Parent that is also Sex be considered a subcategory of 'Daughter'?, False.
Can Brother that is also Man be considered a subcategory of 'Daughter'?, False.
Can Father be considered a subcategory of 'something that hasSex some Mother'?, False.
Can GrandFather be considered a subcategory of 'something that hasChild some Sex'?, False
Can something that hasSibling some Male be considered a subcategory of 'Mother'?, False.
Can Brother that is also Sex be considered a subcategory of 'Woman'?, False.
Can Person that is also Sibling be considered a subcategory of 'Child'?, False.
Can Daughter that is also Female be considered a subcategory of 'Son'?, False.
Can Brother that is also Man be considered a subcategory of 'Father'?, False.
Can GrandParent that is also Woman be considered a subcategory of 'Sister'?, False.
Can Female that is also Parent be considered a subcategory of 'Father'?, False.
Can something that hasSibling some Male be considered a subcategory of 'GrandParent'?, False.
Can Sister be considered a subcategory of 'something that hasSex some GrandParent'?, False.
Can Mother that is also Sex be considered a subcategory of 'Daughter'?, False.
Can GrandFather be considered a subcategory of 'something that hasChild some GrandFather'?, False.
Can Parent be considered a subcategory of 'something that hasSibling some Person'?, False.
Can Brother that is also OffSpring be considered a subcategory of 'Sibling'?, False.
Can Child be considered a subcategory of 'something that hasParent some Sibling'?, False.
Can Man be considered a subcategory of 'something that hasSex some OffSpring'?, False
Can Person be considered a subcategory of 'something that hasChild some Brother'?, True.
Can Person be considered a subcategory of 'Daughter'?, False.
Can Person be considered a subcategory of 'GrandParent'?, False.
Can Person be considered a subcategory of 'Sex'?, False
Can Person be considered a subcategory of 'Sister'?, False.
Can Person be considered a subcategory of 'Woman'?, False.
Can Person be considered a subcategory of 'Male'?, False.
Can Person be considered a subcategory of 'Sibling'?, False.
Can Person be considered a subcategory of 'GrandFather'?, False.
Can Person that is also Thing that is also something that (hasChild some Brother) be considered a subcategory of 'Person that is also Thing that is also something that (hasChild some Brother)'?, False.
Can Brother that is also Parent that is also Person that is also Thing that is also something that (hasChild some Brother) be considered a subcategory of 'Brother that is also Parent that is also Person that is also Thing that is also something that (hasChild some Brother) that is also something that (hasParent some (GrandParent that is also Person))'?, False.
Can Brother that is also Man that is also Parent that is also Person that is also Thing that is also something that (hasChild some Brother) be considered a subcategory of 'Brother that is also Man that is also Parent that is also Person that is also Thing that is also something that (hasChild some Brother) that is also something that (hasParent some (GrandParent that is also Person))'?, False.
Can Parent be considered a subcategory of 'something that hasParent some Son'?, True.
Can GrandMother be considered a subcategory of 'something that hasParent some Son'?, False.
Can Thing be considered a subcategory of 'something that hasParent some Son'?, False.
Can Son be considered a subcategory of 'something that hasParent some Son'?, False.
Can Female be considered a subcategory of 'something that hasParent some Son'?, False.
Can Father be considered a subcategory of 'something that hasParent some Son'?, False.
Can Person be considered a subcategory of 'something that hasParent some Son'?, False.
Can Brother be considered a subcategory of 'something that hasParent some Son'?, True.
Can Thing that is also something that (hasParent some Son) be considered a subcategory of 'Thing that is also something that (hasParent some Son)'?, False.
Can Thing be considered a subcategory of 'Thing that is also something that (hasParent some Son)'?, False.
Can Parent be considered a subcategory of 'Thing that is also something that (hasParent some Son)'?, False.
Can Brother be considered a subcategory of 'Parent that is also Thing that is also something that (hasParent some Son)'?, False.
Can Brother be considered a subcategory of 'Thing that is also something that (hasParent some (Son that is also Thing))'?, False.
Can Brother be considered a subcategory of 'Thing that is also something that (hasParent some (Parent that is also Son))'?, False.
Can Person that is also Thing that is also something that (hasParent some Son) be considered a subcategory of 'Person that is also Thing that is also something that (hasParent some Son)'?, False.
Can Thing be considered a subcategory of 'Person that is also Thing that is also something that (hasParent some Son)'?, False.
Can Parent be considered a subcategory of 'Person that is also Thing that is also something that (hasParent some Son)'?, False.
Can Brother that is also Parent that is also Person that is also Thing that is also something that (hasParent some Son) be considered a subcategory of 'Brother that is also Parent that is also Person that is also Thing that is also something that (hasParent some Son)'?, False.
Can Thing be considered a subcategory of 'Brother that is also Parent that is also Person that is also Thing that is also something that (hasParent some Son)'?, False
Can Parent be considered a subcategory of 'Brother that is also Parent that is also Person that is also Thing that is also something that (hasParent some Son)'?, False
Can Brother be considered a subcategory of 'Brother that is also Parent that is also Person that is also Thing that is also something that (hasParent some (Son that is also Thing))'?, False.
Can Brother be considered a subcategory of 'Brother that is also Parent that is also Person that is also Thing that is also something that (hasParent some (Parent that is also Son))'?, True.
Can Brother that is also Man that is also Parent that is also Person that is also Thing that is also something that (hasParent some (Parent that is also Son)) be considered a subcategory of 'Brother that is also Man that is also Parent that is also Person that is also Thing that is also something that (hasParent some (Parent that is also Son))'?, False.
Can Thing be considered a subcategory of 'Brother that is also Man that is also Parent that is also Person that is also Thing that is also something that (hasParent some (Parent that is also Son))'?, Let's
Can Parent be considered a subcategory of 'Brother that is also Man that is also Parent that is also Person that is also Thing that is also something that (hasParent some (Parent that is also Son))'?, False.
Can GrandMother be considered a subcategory of 'Parent that is also Son'?, False
Can Thing be considered a subcategory of 'Parent that is also Son'?, False.
Can Female be considered a subcategory of 'Parent that is also Son'?, False.
Can Father be considered a subcategory of 'Parent that is also Son'?, False.
Can Child be considered a subcategory of 'Parent that is also Son'?, False.
Can Person be considered a subcategory of 'Parent that is also Son'?, False.
Can Brother be considered a subcategory of 'Parent that is also Son'?, False.
Can Parent be considered a subcategory of 'Parent that is also Son'?, False.
Can Daughter be considered a subcategory of 'Parent that is also Son'?, False.
Can Man be considered a subcategory of 'Parent that is also Son'?, False.
Can Mother be considered a subcategory of 'Parent that is also Son'?, False.
Can GrandParent be considered a subcategory of 'Parent that is also Son'?, False.
Can Sex be considered a subcategory of 'Parent that is also Son'?, False.
Can Sister be considered a subcategory of 'Parent that is also Son'?, False.
Can OffSpring be considered a subcategory of 'Parent that is also Son'?, False.
Can Woman be considered a subcategory of 'Parent that is also Son'?, False.
Can Sibling be considered a subcategory of 'Parent that is also Son'?, False
Can GrandFather be considered a subcategory of 'something that hasSex some Male'?, False.
Can Brother that is also Child be considered a subcategory of 'Sex'?, False.
Can GrandParent that is also Mother be considered a subcategory of 'OffSpring'?, False.
Can Father that is also Female be considered a subcategory of 'OffSpring'?, False.
Can Father that is also Son be considered a subcategory of 'Child'?, True
Can Father that is also Son be considered a subcategory of 'GrandMother'?, False.
Can Father that is also Son be considered a subcategory of 'Female'?, False
Can Brother that is also GrandMother be considered a subcategory of 'Male'?, False.
Can OffSpring that is also Son be considered a subcategory of 'GrandFather'?, False
Can Mother that is also OffSpring be considered a subcategory of 'GrandFather'?, False.
Can something that hasParent some GrandMother be considered a subcategory of 'Father'?, False.
Can something that hasSibling some Father be considered a subcategory of 'Daughter'?, False.
Can Brother that is also Parent be considered a subcategory of 'GrandParent'?, False.
Can Man that is also Woman be considered a subcategory of 'Sex'?, False.
Can something that hasChild some Son be considered a subcategory of 'Daughter'?, False.
Can Male that is also Sister be considered a subcategory of 'Daughter'?, False.
Can GrandParent that is also Male be considered a subcategory of 'Female'?, False.
Can something that hasSex some Sibling be considered a subcategory of 'Female'?, False.
Can Man that is also Sibling be considered a subcategory of 'Father'?, False
Can GrandMother that is also Woman be considered a subcategory of 'GrandFather'?, False
Can Female that is also GrandParent be considered a subcategory of 'Sister'?, False.
Can Brother that is also Sibling be considered a subcategory of 'Sister'?, False.
Can GrandMother that is also Sister be considered a subcategory of 'GrandFather'?, False.
Can Father be considered a subcategory of 'something that hasSibling some Brother'?, False.
